condition,color_type,length_m,height_cm,x1,x2,breed_category,pet_category
0.0,Orange Tabby,0.81,29.89,7,1,1,1
1.0,Brown Tabby,0.01,44.96,0,1,0,1
2.0,Brown,0.65,16.91,0,7,0,2
0.0,Torbie,0.95,15.63,7,1,1,1
1.0,White,0.94,14.55,0,7,0,2
,Brown,0.38,30.73,15,4,2,4
2.0,Black,0.32,43.93,16,9,1,1
,Brown,0.82,21.18,15,4,2,4
2.0,Black,0.07,26.35,13,9,1,2
1.0,Black,0.78,49.82,0,1,0,1
1.0,Black,0.91,17.45,0,1,0,1
1.0,Brown Tabby,0.21,25.14,16,9,0,1
1.0,Blue Tabby,0.05,48.71,0,1,0,1
0.0,White,0.21,5.9,0,1,1,2
0.0,Black,0.11,7.45,0,1,1,1
,Black,0.64,24.36,15,4,2,4
1.0,White,0.75,14.61,0,1,0,2
1.0,White,0.48,8.64,0,1,0,2
0.0,Brown,0.68,19.73,0,1,1,2
0.0,Black,0.74,15.77,0,1,1,2
1.0,Black,0.54,26.85,0,1,0,2
2.0,Blue,0.29,24.26,13,9,1,2
,Black,0.44,16.82,13,9,2,1
1.0,Tricolor,0.02,18.19,7,1,0,2
1.0,Brown,0.74,23.74,0,1,0,2
0.0,Tan,0.55,37.47,0,1,1,2
2.0,White,0.58,34.7,13,9,1,1
1.0,Red,0.71,42.16,12,1,0,2
0.0,Blue Merle,0.39,28.42,0,1,1,2
1.0,Black,0.49,35.39,0,1,0,1
,Brown,0.7,5.93,15,4,2,4
2.0,Brown,0.11,46.44,13,9,1,2
,Black,0.71,17.1,15,4,2,4
2.0,Black,0.12,47.03,13,9,1,1
2.0,Blue,0.19,5.46,17,9,0,1
2.0,Brown,0.02,26.26,13,9,1,2
1.0,Blue,0.94,5.45,0,1,0,1
1.0,White,0.54,27.16,18,4,0,2
,Brown,0.23,23.02,13,9,2,2
0.0,Calico,0.62,20.05,7,1,1,1
0.0,Brown Tabby,0.52,30.43,0,1,1,1
2.0,Blue,0.81,10.08,0,7,0,2
1.0,Tan,0.94,14.45,13,9,0,2
1.0,Red,0.29,9.57,0,7,0,2
0.0,Brown Tabby,0.11,42.29,0,1,1,1
1.0,Orange Tabby,0.4,47.92,16,9,0,1
0.0,Black,0.31,35.27,0,7,1,2
0.0,Brown Tabby,0.58,5.68,13,9,1,1
1.0,White,0.97,28.73,0,1,0,2
1.0,Brown Brindle,0.84,14.69,0,7,0,2
2.0,Orange Tabby,0.77,37.15,13,9,1,1
1.0,Tan,0.31,9.58,0,1,0,2
1.0,Black,0.03,7.62,0,7,0,1
0.0,White,0.4,23.03,13,9,1,2
1.0,Black,0.16,8.5,0,1,0,2
1.0,Black,0.45,32.76,0,1,0,2
1.0,Black Brindle,0.02,22.9,0,7,0,2
1.0,Black,0.68,12.13,16,9,0,1
,Brown Tabby,0.88,8.35,13,9,2,1
0.0,Black,0.29,43.66,0,1,1,1
,Brown,0.39,41.45,0,3,2,4
2.0,Black,0.7,9.74,13,9,1,2
1.0,Blue,0.27,20.45,0,7,0,2
1.0,White,0.99,39.4,13,9,0,2
1.0,Black,0.24,25.46,0,1,0,2
0.0,Black,0.73,41.9,0,1,1,2
1.0,Red,0.74,29.6,0,1,0,2
2.0,Brown,0.15,7.91,0,7,0,2
,Brown Tabby,0.74,24.16,13,9,2,1
0.0,Blue Tabby,0.04,16.2,13,9,1,1
2.0,Black,0.83,44.16,13,9,0,1
2.0,White,0.45,7.67,0,3,0,0
0.0,Tan,0.89,30.83,0,1,1,2
0.0,Black,0.35,42.7,7,1,1,1
0.0,Black,0.98,7.56,0,1,1,2
0.0,Black,0.05,45.14,0,7,1,2
1.0,Black,0.6,26.75,7,1,0,1
1.0,White,0.8,35.03,0,1,0,2
0.0,Chocolate,0.87,26.95,0,1,1,2
0.0,White,0.48,48.06,7,1,1,1
0.0,Brown Brindle,0.29,44.58,0,1,1,2
1.0,White,0.43,37.19,0,7,0,2
,Gray,0.7,23.31,13,9,2,1
1.0,Black,0.78,30.88,13,9,0,1
0.0,Tan,0.87,36.8,0,1,1,2
1.0,Black,0.64,17.77,0,1,0,1
0.0,Brown Tabby,0.07,12.0,13,9,1,1
1.0,Orange Tabby,0.99,31.56,0,1,0,1
0.0,Black,0.86,20.83,0,7,1,2
1.0,Brown Tabby,0.87,44.66,0,1,0,1
0.0,Brown Tabby,0.27,44.9,0,1,1,1
0.0,Brown,0.42,12.88,0,1,1,2
0.0,Brown,0.97,14.05,0,1,1,2
1.0,Blue,0.79,46.79,0,1,0,2
0.0,Sable,0.72,42.68,0,1,1,2
0.0,Brown,0.41,44.62,0,1,1,2
2.0,Tortie,0.44,15.57,16,9,1,1
2.0,Brown Tabby,0.63,39.33,8,2,1,1
1.0,Black,0.53,29.61,0,1,0,1
2.0,Black,0.82,37.63,0,7,0,2
0.0,White,0.37,27.48,0,1,1,2
2.0,Black,0.45,28.52,2,2,0,1
1.0,Brown,0.54,7.61,0,7,0,2
2.0,Black,0.55,30.8,13,9,1,2
1.0,Red,1.0,10.52,0,7,0,2
2.0,White,0.15,44.64,17,9,0,1
1.0,Yellow,0.14,35.68,13,9,0,2
,Brown,0.58,33.58,15,4,2,4
2.0,Brown Brindle,0.63,33.07,0,7,1,2
1.0,Black,0.85,29.92,0,7,0,2
1.0,Black,0.61,21.51,0,1,0,2
1.0,Black,0.28,41.24,0,7,0,2
2.0,Blue,0.05,48.54,0,7,0,2
1.0,Orange Tabby,0.6,26.7,0,1,0,1
0.0,Brown Tabby,0.17,47.7,16,9,1,1
0.0,Black,0.52,48.84,0,7,1,1
1.0,Black,0.19,20.95,0,7,0,2
0.0,Brown Brindle,0.97,18.33,0,7,1,2
,Brown Tabby,0.07,20.94,13,9,2,1
,Black,0.89,48.63,15,4,2,4
0.0,Black,1.0,48.65,7,1,1,2
2.0,Black,0.67,16.53,0,1,1,1
0.0,Tan,0.57,31.55,0,7,1,2
0.0,Brown Tabby,0.24,10.0,0,1,1,1
2.0,Brown Tabby,0.95,45.6,9,2,0,1
2.0,Brown,0.69,21.95,18,4,1,4
1.0,Tricolor,0.0,9.93,0,7,0,2
2.0,Brown Brindle,0.07,24.05,13,9,1,2
0.0,Tortie,0.49,29.91,0,1,1,1
2.0,Brown,0.69,13.57,13,9,1,2
0.0,Gray,0.15,23.99,13,9,1,1
2.0,Black,0.31,32.71,13,9,1,2
1.0,Cream,0.03,20.86,0,7,0,2
0.0,Blue Tabby,0.17,8.34,0,1,1,1
2.0,Black,0.55,36.46,0,1,0,4
2.0,White,0.6,17.67,13,9,1,2
0.0,Black,0.58,21.99,7,1,1,1
1.0,White,0.67,8.0,0,7,0,2
1.0,Tan,0.42,7.16,13,9,0,2
1.0,Black,0.14,20.92,0,1,0,1
1.0,Chocolate,0.48,47.38,13,9,0,2
1.0,Black,0.06,14.7,0,7,0,2
1.0,Tan,0.86,26.55,0,1,0,2
,Gray,0.27,33.14,13,9,2,1
0.0,Black,0.91,40.98,0,7,1,2
1.0,Black,0.08,19.46,0,1,0,1
0.0,Brown,0.9,16.71,0,7,1,2
1.0,Yellow,0.38,14.45,0,7,0,2
0.0,Brown Tabby,0.45,15.05,7,1,1,1
1.0,Tan,0.05,7.35,0,7,0,2
1.0,Brown,0.04,7.1,0,1,0,2
,Brown Tabby,0.11,40.79,18,4,2,1
2.0,White,0.63,48.85,13,9,0,2
0.0,Tan,0.04,17.85,12,1,1,2
2.0,Black,0.43,18.87,1,4,0,1
1.0,White,0.77,21.64,0,7,0,2
0.0,Tan,0.61,6.45,13,9,1,2
0.0,Red,0.7,14.6,0,7,1,2
0.0,Black Smoke,0.86,19.17,7,1,1,1
0.0,Tan,0.09,29.33,0,1,1,2
,Blue Point,0.91,30.45,13,9,2,1
1.0,Brown Tabby,0.1,18.36,0,1,0,1
2.0,Blue Tabby,0.0,21.19,17,9,1,1
0.0,Brown Tabby,0.54,39.23,7,1,1,1
,Orange Tabby,0.21,5.37,13,9,2,1
1.0,Orange Tabby,0.06,41.86,13,9,0,1
0.0,Torbie,0.04,46.68,16,9,1,1
1.0,Orange Tabby,0.58,24.12,0,1,0,1
,Tortie,0.23,49.28,13,9,2,1
2.0,White,0.55,43.26,0,7,0,2
0.0,Brown Tabby,0.46,6.11,7,1,1,1
0.0,Brown,0.41,32.17,0,1,1,2
0.0,Tricolor,0.54,13.03,13,9,1,2
1.0,Black,0.66,12.49,13,9,0,2
2.0,Red,0.21,7.5,0,7,0,2
0.0,Black,0.83,42.51,0,1,1,1
0.0,White,0.34,33.88,0,7,1,2
,Black,0.31,44.36,16,9,2,1
0.0,Brown Tabby,0.93,17.13,0,1,1,1
1.0,White,0.58,48.79,0,1,0,2
0.0,Black,0.41,12.32,0,1,1,2
1.0,Black,0.51,31.66,7,1,0,1
0.0,Brown Tabby,0.61,10.9,0,1,1,1
0.0,Black Smoke,0.89,29.3,0,7,1,2
0.0,White,0.32,12.13,0,1,1,2
2.0,Chocolate,0.75,31.44,0,7,0,2
,Brown,0.62,16.15,15,4,2,4
2.0,Cream Tabby,0.0,40.92,13,9,0,1
0.0,Apricot,0.9,10.54,0,1,1,2
2.0,Black,0.19,18.54,13,9,0,2
1.0,Orange Tabby,0.01,5.9,0,1,0,1
0.0,Brown Tabby,0.54,12.21,0,1,1,1
0.0,Brown Tabby,0.51,33.12,0,1,1,1
1.0,Black,0.7,36.73,0,1,0,2
1.0,Brown,0.19,9.04,13,9,0,2
,Black,0.32,16.11,13,9,2,1
2.0,Brown,0.17,21.7,0,7,1,2
1.0,Black,0.06,45.39,0,7,0,2
1.0,Orange Tabby,0.0,36.07,0,1,0,1
1.0,Black,0.94,25.41,0,7,0,2
1.0,Brown,0.47,38.4,0,1,0,2
2.0,Red,0.68,38.5,0,7,0,2
2.0,Black,0.67,49.17,13,9,1,1
1.0,Orange Tabby,0.61,31.96,7,1,0,1
2.0,Tan,0.87,34.04,0,7,1,2
,Brown Tabby,0.63,48.63,18,4,2,1
1.0,Brown Tabby,0.38,10.81,0,1,0,1
1.0,Black,0.88,5.88,0,1,0,1
0.0,Brown Tabby,0.18,42.11,16,9,1,1
0.0,Red,0.17,38.31,0,7,1,2
0.0,Tan,0.18,38.41,0,7,1,2
2.0,Black,0.76,36.99,0,7,0,2
2.0,Brown,0.66,40.22,13,9,0,4
1.0,Chocolate,0.54,30.36,0,1,0,2
1.0,Brown,0.89,43.1,0,1,0,2
0.0,Black,0.15,12.03,0,7,1,2
0.0,Blue,0.98,13.74,0,1,1,1
0.0,Cream,0.94,16.77,13,9,1,2
1.0,Fawn,0.98,38.72,0,7,0,2
2.0,Tan,0.88,17.11,13,9,0,2
1.0,White,0.28,32.11,18,4,0,2
0.0,Black,0.93,11.06,0,7,1,2
1.0,Brown,0.25,34.19,0,7,0,2
1.0,Black,0.69,7.36,13,9,0,1
0.0,Blue Merle,0.31,41.8,0,7,1,2
2.0,Brown Tabby,0.99,45.31,16,9,1,1
2.0,Black,0.32,16.89,13,9,1,1
2.0,Torbie,0.3,39.01,13,9,1,1
1.0,Brown,0.93,43.31,0,1,0,2
2.0,Orange Tabby,0.05,18.98,13,9,0,1
0.0,Chocolate,0.1,33.63,0,7,1,2
1.0,Tan,0.35,18.41,0,7,0,2
1.0,Black,0.92,17.26,17,9,0,1
1.0,Black,0.61,48.19,0,1,0,2
0.0,Brown,1.0,42.0,0,1,1,2
2.0,White,0.39,35.39,0,7,0,2
0.0,Blue,0.58,35.82,0,1,1,1
2.0,Brown,0.97,18.95,13,9,1,2
0.0,White,0.09,23.74,0,1,1,1
,Black,0.83,14.69,15,4,2,4
0.0,Tortie,0.4,30.19,16,9,1,1
1.0,White,0.57,38.69,0,1,0,2
1.0,Black,0.87,5.58,7,1,0,1
1.0,White,0.57,20.89,0,1,0,2
1.0,Black,0.22,23.21,13,9,0,1
1.0,White,0.87,49.41,0,1,0,2
0.0,Brown Tabby,0.96,26.17,7,1,1,1
1.0,Black,0.47,23.72,0,1,0,2
1.0,White,0.37,22.92,4,4,0,2
0.0,Tortie,0.13,13.96,13,9,1,1
2.0,White,0.74,30.05,13,9,1,2
1.0,Brown,0.62,16.96,13,9,0,2
0.0,Black,0.62,11.19,0,1,1,2
2.0,Black,0.93,24.32,0,1,1,2
0.0,Black,0.84,17.89,13,9,1,1
2.0,Black,0.99,25.27,0,7,1,2
0.0,Brown,0.47,15.29,13,9,1,2
1.0,Black,0.12,22.6,0,1,0,1
,Brown Tabby,0.67,38.47,13,9,2,1
2.0,Brown,0.16,7.68,0,7,0,2
2.0,Seal Point,0.7,47.59,18,4,0,1
0.0,Black,0.86,6.53,13,9,1,1
0.0,Brown,0.31,10.17,0,1,1,2
1.0,Seal Point,0.85,38.61,0,1,0,1
1.0,Red,0.79,25.08,0,1,0,2
,Gray Tabby,0.74,32.89,13,9,2,1
2.0,White,0.09,37.17,0,7,0,2
0.0,White,0.32,43.67,0,1,1,1
1.0,Brown Tabby,0.7,17.27,0,7,0,1
1.0,Brown Tabby,0.16,16.24,0,1,0,1
,Red,0.99,42.39,15,4,2,4
0.0,Tan,0.59,19.22,0,1,1,2
0.0,Tortie,0.0,33.24,7,1,1,1
0.0,Blue Tabby,0.19,15.98,16,9,1,1
1.0,Black,0.69,5.1,0,1,0,2
0.0,Brown Tabby,0.27,38.15,0,1,1,1
1.0,Fawn,0.43,10.22,0,7,0,2
1.0,Brown Tabby,0.4,15.81,0,7,0,1
0.0,Calico,0.33,35.75,0,1,1,1
0.0,Orange Tabby,0.85,8.34,7,1,1,1
,Black,0.82,13.09,13,9,2,1
0.0,Black,0.85,31.18,7,1,1,2
0.0,Brown,0.19,41.57,0,1,1,2
0.0,Yellow,0.52,13.63,0,1,1,2
2.0,Black,0.11,23.05,13,9,1,1
1.0,Black,0.37,47.53,0,1,0,2
1.0,Black,0.23,12.38,13,9,0,2
1.0,Buff,0.41,41.41,0,7,0,2
0.0,Calico,0.11,16.83,0,1,1,1
0.0,Lynx Point,0.02,7.25,0,7,1,1
1.0,Brown,0.75,39.9,0,1,0,2
1.0,Black,0.21,14.07,0,1,0,1
0.0,Black,0.39,17.37,0,1,1,2
2.0,Black,0.93,18.25,0,7,0,2
,White,0.12,45.86,9,2,2,2
1.0,Brown,0.74,42.05,0,7,0,2
0.0,Brown Tabby,0.86,44.35,13,9,1,1
0.0,White,0.22,9.84,0,1,1,2
2.0,Calico,0.94,33.37,18,4,1,1
2.0,White,0.57,7.56,13,9,0,2
,Brown,0.04,17.3,15,4,2,4
1.0,Black,0.5,43.35,0,7,0,2
1.0,Brown,0.91,44.15,0,7,0,2
1.0,Brown,0.89,20.33,0,1,0,2
0.0,Black,0.89,40.04,13,9,1,2
1.0,Red,0.84,46.54,0,1,0,2
1.0,White,0.15,35.9,13,9,0,1
0.0,Tan,0.19,8.6,0,7,1,2
0.0,Black,0.77,38.83,0,1,1,2
2.0,Tortie,0.19,48.75,13,9,1,1
1.0,Black,0.51,11.85,7,1,0,1
1.0,Black,0.65,23.08,7,1,0,2
2.0,Cream,0.05,26.9,13,9,1,2
1.0,Red,0.22,49.45,0,1,0,2
0.0,Tan,0.14,26.82,0,1,1,2
0.0,Tan,0.78,46.22,13,9,1,2
0.0,Blue,0.7,40.23,0,1,1,2
1.0,Black,0.77,11.8,0,1,0,2
2.0,Orange Tabby,0.27,13.6,13,9,0,1
2.0,Brown,0.75,5.69,0,7,1,2
1.0,Brown Tabby,0.03,22.28,0,7,0,1
1.0,Red,0.42,20.68,0,7,0,2
1.0,Black,0.27,27.16,7,1,0,1
0.0,Black,0.17,47.05,0,7,1,2
0.0,Brown Brindle,0.78,36.39,0,7,1,2
1.0,Blue,0.5,22.5,0,1,0,2
1.0,Red,0.32,39.94,0,1,0,2
1.0,White,0.44,33.07,0,1,0,2
0.0,White,0.97,10.16,0,7,1,2
2.0,Tortie,0.86,29.13,17,9,1,1
0.0,Blue,0.95,15.58,7,1,1,1
1.0,Gray,0.23,14.3,0,8,0,2
1.0,Blue,0.89,14.76,0,1,0,2
2.0,Black,0.71,19.36,13,9,0,1
2.0,Orange Tabby,0.01,38.24,18,4,0,1
2.0,Black,0.11,40.53,0,7,0,2
0.0,Brown Tabby,0.93,38.21,0,1,1,1
1.0,Black,0.33,8.29,7,1,0,2
1.0,Black,0.49,49.19,7,1,0,2
1.0,Black,0.96,13.92,0,1,0,1
0.0,Black,0.18,48.25,0,1,1,2
1.0,Brown,0.46,37.43,0,1,0,2
1.0,White,0.16,44.71,0,1,0,2
2.0,Tan,0.43,27.26,13,9,1,2
2.0,Brown Tabby,0.78,46.5,13,9,1,1
1.0,Black,0.59,38.23,0,7,0,2
0.0,Black,0.45,46.81,7,1,1,1
2.0,Black,0.35,23.07,13,9,1,1
0.0,Black,0.36,40.29,0,1,1,2
,Cream Tabby,0.78,33.58,18,4,2,1
1.0,Black,0.05,38.69,0,1,0,2
0.0,Brown Brindle,0.09,10.53,0,1,1,2
1.0,Orange Tabby,0.26,21.19,0,1,0,1
,Brown Tabby,0.24,16.11,13,9,2,1
0.0,Buff,0.24,18.26,0,7,1,2
0.0,Black,0.1,46.35,0,1,1,2
0.0,Blue Tiger,0.8,9.66,7,1,1,2
0.0,Tan,0.75,37.5,13,9,1,2
1.0,Cream,0.06,12.56,0,1,0,2
1.0,Blue,0.72,32.43,0,1,0,2
1.0,Blue Merle,0.08,12.14,0,1,0,2
1.0,White,0.15,47.82,0,1,0,2
2.0,White,0.36,39.01,7,1,0,2
2.0,Blue,0.09,24.26,13,9,0,2
2.0,Orange,0.91,13.04,18,4,0,1
0.0,Tricolor,0.9,39.35,13,9,1,2
0.0,Tortie,0.58,25.24,13,9,1,1
2.0,Tan,0.15,43.81,13,9,1,2
1.0,Black,0.86,14.36,0,1,0,2
0.0,Black,0.98,38.12,0,1,1,2
0.0,Brown Tabby,0.83,11.11,7,1,1,1
2.0,Blue,0.02,37.92,13,9,1,2
0.0,Brown,0.3,10.44,0,7,1,2
1.0,Black,0.05,42.99,13,9,0,1
2.0,Tan,0.0,40.0,0,7,1,2
2.0,Brown Tabby,0.55,15.01,13,9,0,1
1.0,Black,0.53,47.23,0,1,0,1
1.0,Black,0.73,32.94,0,1,0,2
2.0,White,0.89,48.68,13,9,0,1
2.0,Brown Tabby,0.17,33.13,13,9,0,1
1.0,White,0.72,23.53,0,7,0,2
2.0,Black,0.54,29.54,0,7,0,2
0.0,Blue,0.54,20.17,0,1,1,2
1.0,Orange Tabby,0.14,5.68,13,9,0,1
0.0,Black,0.58,45.05,16,9,1,1
2.0,Black,0.94,6.0,0,7,1,2
0.0,Black,0.07,29.68,0,1,1,2
1.0,Orange Tabby,0.15,10.7,16,9,0,1
2.0,Tan,0.78,47.46,13,9,0,2
1.0,Tan,0.12,15.48,0,1,0,2
2.0,White,0.53,10.78,13,9,0,1
1.0,Tricolor,0.71,49.07,0,7,0,2
1.0,White,0.57,23.36,0,7,0,2
0.0,Torbie,0.99,10.54,0,1,1,1
0.0,Black,0.26,26.47,0,1,1,2
1.0,Black,0.34,38.92,0,1,0,2
1.0,Chocolate,0.96,33.3,0,1,0,2
0.0,Cream,0.92,8.93,0,1,1,2
1.0,Black,0.56,38.03,0,7,0,1
1.0,Tan,0.36,47.89,0,7,0,2
1.0,Black,0.96,33.75,0,1,0,1
2.0,Brown Tabby,0.25,33.45,13,9,1,1
1.0,Blue,0.65,7.68,0,7,0,2
2.0,Gray,0.46,29.3,13,9,1,2
0.0,Blue Tabby,0.18,11.4,0,1,1,1
1.0,Tan,0.09,45.98,0,1,0,2
0.0,Tan,0.66,16.6,0,1,1,2
2.0,Black,0.05,7.52,0,7,1,1
1.0,Black Smoke,0.93,6.67,0,1,0,1
2.0,Black,0.96,49.21,13,9,0,1
2.0,Brown Brindle,0.64,11.21,0,1,1,2
2.0,Black,0.78,15.87,0,7,1,2
0.0,White,0.25,38.86,0,1,1,4
,Brown,0.3,40.83,15,4,2,4
1.0,Brown,0.14,33.45,0,1,0,2
1.0,Black,0.23,46.26,13,9,0,1
0.0,Blue Tabby,0.77,21.92,13,9,1,1
,Brown,0.01,28.5,15,4,2,4
0.0,Black,0.15,26.06,7,1,1,2
0.0,Black,0.52,38.27,0,1,1,2
1.0,Black,0.34,23.74,0,7,0,1
0.0,Orange Tabby,0.59,8.19,7,1,1,1
2.0,White,0.23,33.11,0,1,1,1
1.0,Tan,0.59,34.88,0,1,0,2
1.0,Brown Tabby,0.2,15.12,13,9,0,1
0.0,White,0.6,36.26,0,1,1,2
2.0,Black,0.28,7.85,13,9,0,2
1.0,White,0.87,17.42,0,1,0,2
1.0,Chocolate,0.73,30.4,7,1,0,1
1.0,Black,0.88,25.31,0,1,0,2
1.0,Orange Tabby,0.08,18.56,7,1,0,1
0.0,White,0.95,39.88,0,7,1,2
0.0,Black,0.23,14.33,7,1,1,2
2.0,Cream,0.88,43.38,0,7,0,2
0.0,Tan,0.42,17.92,0,1,1,2
1.0,Blue Merle,0.72,21.44,0,7,0,2
2.0,Black,0.53,10.83,13,9,0,1
2.0,Calico,0.37,7.29,17,9,1,1
2.0,Black Brindle,0.05,48.0,0,7,0,2
1.0,Tan,0.1,27.9,13,9,0,2
1.0,Blue,0.75,30.91,13,9,0,1
2.0,Sable,0.91,6.85,13,9,1,2
2.0,Black,0.76,20.52,13,9,1,1
2.0,Black,0.93,37.21,13,9,0,2
0.0,Brown Tabby,0.99,20.61,7,1,1,1
1.0,White,0.83,16.07,0,1,0,2
0.0,Blue,0.59,18.99,0,1,1,1
1.0,Brown Brindle,0.81,20.93,13,9,0,2
0.0,Blue,0.93,7.59,0,1,1,2
0.0,Black Brindle,0.33,7.67,0,1,1,2
1.0,Brown Tabby,0.78,18.69,0,1,0,1
,Black,0.81,20.45,15,4,2,4
1.0,Black,0.96,35.73,0,7,0,2
0.0,Black,0.07,36.53,0,1,1,2
,Black,0.04,33.74,0,7,2,2
2.0,Chocolate,0.67,7.74,18,4,1,2
0.0,Blue,0.48,26.07,17,9,1,1
0.0,Tortie,0.74,34.09,0,7,1,1
1.0,Black,0.33,38.48,0,7,0,2
0.0,Red,0.21,25.05,13,9,1,2
2.0,Tan,0.44,13.04,18,4,1,2
2.0,Tan,0.72,15.56,0,7,1,2
1.0,Black,0.22,43.04,0,7,0,1
1.0,Tan,0.32,49.93,0,1,0,2
1.0,Black,0.7,23.39,7,1,0,1
0.0,Gray,0.69,33.11,13,9,1,1
1.0,Black,0.49,35.87,0,1,0,2
1.0,Blue,0.27,34.71,0,1,0,1
2.0,Black,0.86,21.37,9,2,1,2
0.0,Tan,0.11,47.03,0,1,1,2
2.0,Chocolate,0.95,21.06,0,7,0,2
0.0,Black,0.19,43.01,0,1,1,2
1.0,White,0.83,43.0,13,9,0,2
1.0,Silver Tabby,0.72,37.84,0,1,0,1
0.0,Red,0.4,44.18,13,9,1,2
0.0,White,0.07,20.94,0,1,1,2
0.0,Torbie,0.86,8.41,13,9,1,1
0.0,Yellow,0.91,33.5,0,1,1,2
,Gray,0.45,28.34,13,9,2,1
0.0,Brown,0.66,22.63,0,7,1,2
0.0,White,0.78,18.91,0,1,1,2
0.0,White,0.38,25.46,0,1,1,2
2.0,Brown Tabby,0.28,22.1,17,9,1,1
2.0,Brown,0.23,15.36,13,9,1,2
1.0,Chocolate,0.39,34.5,0,1,0,2
2.0,Brown Tabby,0.48,35.33,13,9,0,1
2.0,Black,0.93,15.92,13,9,1,2
2.0,Brown,0.34,7.12,0,1,0,2
1.0,Blue,0.99,46.84,0,1,0,2
1.0,Cream Tabby,0.9,36.79,0,1,0,1
,Gray,0.22,24.31,11,4,2,4
1.0,White,0.4,33.37,0,1,0,2
2.0,Blue Tabby,0.58,9.48,13,9,0,1
0.0,Orange Tabby,0.17,11.98,0,1,1,1
1.0,Brown Tabby,0.9,26.8,0,1,0,1
1.0,White,0.01,12.3,0,1,0,2
1.0,White,0.9,7.31,0,7,0,2
0.0,Tortie,0.41,35.52,13,9,1,1
,Brown Tabby,0.69,11.07,13,9,2,1
0.0,Brown Tabby,0.66,40.37,0,1,1,1
,Brown,0.77,24.8,15,4,2,4
1.0,Black,0.97,47.64,13,9,0,2
,Brown Tabby,0.85,23.59,17,9,2,1
1.0,Lynx Point,0.09,14.26,0,7,0,1
1.0,Black Smoke,0.81,35.93,0,1,0,1
1.0,Chocolate,0.64,30.62,0,1,0,2
0.0,Tortie,0.88,45.68,0,7,1,1
0.0,White,0.89,46.09,0,7,1,2
0.0,Black,0.46,48.0,0,1,1,1
1.0,Tan,0.39,27.05,0,1,0,2
0.0,White,0.83,47.94,7,1,1,2
2.0,Tan,0.88,40.34,0,7,0,2
1.0,Black,0.33,49.01,13,9,0,2
1.0,White,0.41,23.17,7,1,0,1
1.0,Black,0.75,45.59,0,1,0,2
2.0,Tan,0.5,44.3,13,9,0,2
2.0,Tortie,0.55,30.66,16,9,1,1
0.0,Tan,0.41,49.41,0,1,1,2
1.0,White,0.83,46.31,0,1,0,2
2.0,Black,0.58,9.8,0,7,0,2
2.0,Black,0.56,31.9,13,9,1,1
1.0,Black,0.06,30.29,7,1,0,1
2.0,Black,0.73,44.42,13,9,1,1
2.0,Gray Tabby,0.39,32.05,13,9,1,1
1.0,Gold,0.45,22.3,0,1,0,2
0.0,White,0.42,45.94,0,1,1,1
0.0,Tortie,0.38,47.47,0,1,1,1
1.0,Black,0.7,18.27,0,1,0,1
1.0,Brown,0.84,24.84,0,1,0,2
2.0,Brown Tabby,0.43,41.65,17,9,0,1
,Brown,0.32,38.75,15,4,2,4
0.0,Chocolate,0.39,34.02,0,1,1,2
1.0,Tan,0.09,8.56,13,9,0,2
0.0,Blue,0.74,19.46,0,7,1,2
0.0,Brown,0.48,19.16,0,1,1,2
0.0,White,0.49,12.83,0,7,1,2
1.0,Brown,0.84,27.3,13,9,0,2
0.0,Tan,0.8,17.93,0,1,1,2
0.0,White,0.44,33.44,13,9,1,2
0.0,Brown Merle,0.57,48.99,0,1,1,2
0.0,Black,0.44,28.83,0,7,1,2
2.0,Black,0.17,11.53,13,9,1,2
2.0,Brown Tabby,0.99,20.67,13,9,0,1
1.0,Black,0.68,8.82,0,1,0,2
1.0,Blue Tick,0.44,44.42,7,1,0,2
0.0,Brown Tabby,0.47,27.59,0,1,1,1
0.0,Black,0.63,41.7,0,1,1,1
0.0,Orange Tabby,0.19,38.18,0,1,1,1
2.0,White,0.38,45.19,0,1,0,2
,Black,0.15,45.27,0,3,2,1
0.0,Brown,0.71,49.78,0,1,1,2
,White,0.96,27.16,13,9,2,4
2.0,Sable,0.9,12.92,0,7,0,2
1.0,Orange Tabby,0.9,40.23,13,9,0,1
0.0,Blue Tabby,0.78,9.29,0,1,1,1
2.0,Chocolate,0.31,39.86,0,7,0,2
1.0,Brown,0.63,47.26,0,1,0,2
1.0,Blue,0.64,31.19,0,7,0,2
0.0,Black,0.74,36.43,0,1,1,2
0.0,Blue Tabby,0.71,24.86,7,1,1,1
1.0,Blue Tabby,0.79,21.75,0,1,0,1
0.0,Calico,0.98,41.96,17,9,1,1
,Brown,0.62,45.5,15,4,2,4
2.0,White,0.78,39.8,13,9,0,2
0.0,Tan,0.51,44.82,7,1,1,2
1.0,Brown Tabby,0.52,9.66,0,1,0,1
,Gray,0.29,30.3,11,4,2,0
,Brown,0.83,32.31,15,4,2,4
0.0,Brown Tabby,0.06,17.38,7,1,1,1
0.0,White,0.94,9.43,0,1,1,2
0.0,White,0.57,24.33,0,7,1,2
1.0,Blue,0.23,42.06,0,1,0,1
0.0,Buff,0.04,13.86,0,7,1,2
2.0,Black,0.97,47.88,13,9,0,2
2.0,Orange Tabby,0.38,44.29,13,9,0,1
2.0,Brown Tabby,0.61,41.48,9,2,0,1
0.0,Black,0.98,30.28,0,1,1,2
,Brown Tabby,0.59,6.27,9,2,2,1
